"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"122905" 1 72 4 "Eastasia" 5 1 1 3 5 5 5
"11987" 1 61 3 "Eastasia" 5 3 2 3 5 5 5
"100015" 1 47 1 "Eastasia" 5 1 1 4 5 5 5
"162114" 1 27 3 "Eastasia" 5 3 3 4 5 4 5
"124188" 1 40 4 "Eastasia" 5 3 4 4 3 5 5
"122725" 1 25 4 "Eastasia" 5 3 3 3 5 4 5
"60716" 1 17 1 "Oceania" 5 2 1 4 4 5 5
"72568" 1 19 4 "Eastasia" 5 2 1 4 5 5 5
"99098" 1 23 4 "Eastasia" 5 2 1 4 4 4 5
"127645" 0 40 5 "Eastasia" 5 2 1 4 4 2 5
"112435" 1 25 3 "Eastasia" 3 2 3 2 3 3 3
"121534" 0 39 2 "Eastasia" 5 1 2 1 2 5 5
"11783" 0 28 2 "Eastasia" 5 1 2 4 4 5 5
"75516" 1 42 3 "Oceania" 5 2 2 4 4 4 5
"149664" 0 55 3 "Eastasia" 4 2 3 3 3 4 4
"46612" 1 74 5 "Eastasia" 5 2 2 4 5 5 5
"149792" 1 38 3 "Eastasia" 5 4 2 3 5 4 5
"158295" 1 32 NA "Eastasia" 5 4 3 4 5 5 5
"143814" 1 50 1 "Eastasia" 4 3 4 3 4 4 4
"120123" 1 50 1 "Eurasia" 5 2 1 3 4 4 5
"124287" 1 52 3 "Eastasia" 5 2 4 4 4 5 5
"99822" 0 55 4 "Eastasia" 5 1 2 4 4 3 5
"131444" 1 43 6 "Eastasia" 5 4 2 4 5 4 5
"101228" 1 51 3 "Eastasia" 4 3 4 3 1 5 4
"121748" 0 30 4 "Eastasia" 5 3 3 3 5 3 5
"53100" 1 48 6 "Eastasia" 5 3 2 3 4 5 5
"131696" 1 55 5 "Eastasia" 5 3 2 4 5 3 5
"109473" 1 33 4 "Eurasia" 5 3 4 4 5 5 5
"143940" 1 26 1 "Eastasia" 5 3 4 4 4 4 5
"165301" 0 80 2 "Eastasia" 5 2 2 4 5 3 5
"114970" 1 20 3 "Eastasia" 4 3 3 3 4 4 4
"96439" 1 18 6 "Eastasia" 5 3 3 4 3 5 5
"51707" 1 60 6 "Eastasia" 5 2 3 3 5 3 5
"133303" 1 47 5 "Eastasia" 5 4 2 4 3 4 5
"160447" 1 27 1 "Eastasia" 5 4 3 3 5 4 5
"159797" 1 18 1 "Eastasia" 5 2 1 3 5 4 5
"129590" 1 43 1 "Eastasia" 5 1 1 4 4 3 5
"166467" 1 25 4 "Eastasia" 4 2 4 3 4 3 4
"45561" 1 66 4 "Eastasia" 5 2 2 3 4 3 5
"153174" 1 33 1 "Eastasia" 5 4 3 4 4 4 5
"105803" 0 18 2 "Eastasia" 5 2 3 2 5 5 5
"5487" 1 30 3 "Oceania" 5 1 1 2 5 4 5
"147115" 1 68 2 "Eastasia" 5 4 4 4 5 5 5
"165211" 1 29 5 "Eastasia" 4 1 1 3 4 3 4
"146355" 0 19 3 "Eastasia" 5 3 3 4 5 5 5
"104187" 0 77 2 "Eastasia" 5 4 1 4 5 5 5
"123792" 1 58 6 "Eastasia" 5 3 1 4 5 4 5
"55633" 1 85 6 "Eastasia" 5 1 1 4 3 4 5
"160449" 1 39 1 "Eastasia" 5 3 3 2 4 4 5
"90082" 1 25 2 "Oceania" 5 3 3 4 4 3 5
"119313" 1 59 1 "Eurasia" 5 2 1 3 4 4 5
"69860" 0 84 1 "Eastasia" 5 4 1 3 4 5 5
"104063" 1 65 2 "Eastasia" 5 2 1 4 5 5 5
"163835" 0 32 4 "Eastasia" 4 3 3 3 4 4 4
"82125" 0 55 2 "Eastasia" 5 3 2 3 4 3 5
"136583" 1 27 1 "Eastasia" 5 2 2 4 5 3 5
"80777" 0 25 1 "Eastasia" 4 3 4 3 4 4 4
"48202" 1 34 6 "Eastasia" 4 2 2 3 3 4 4
"47309" 0 69 4 "Eastasia" 5 4 3 4 5 5 5
"120182" 1 60 1 "Eurasia" 5 3 1 3 4 4 5
"129703" 0 23 1 "Eastasia" 5 2 2 3 3 4 5
"99506" 0 21 1 "Eastasia" 5 2 1 4 4 5 5
"125941" 1 25 1 "Eastasia" 5 1 1 3 4 3 5
"50833" 1 25 6 "Eastasia" 5 1 1 3 5 5 5
"108806" 0 40 4 "Eurasia" 5 1 1 2 4 5 5
"134225" 1 47 6 "Eastasia" 5 3 2 4 4 5 5
"141049" 1 40 3 "Eastasia" 5 4 3 3 5 5 5
"89062" 1 19 3 "Oceania" 5 2 1 4 5 4 5
"146588" 1 38 3 "Eastasia" 4 3 3 3 4 3 4
"155615" 0 35 4 "Eastasia" 5 3 3 4 5 5 5
"107741" 1 45 2 "Eastasia" 5 2 2 3 3 3 5
"129663" 1 62 1 "Eastasia" 5 2 1 4 3 4 5
"82069" 0 33 6 "Eastasia" 5 2 1 2 4 2 5
"155489" 1 52 1 "Eastasia" 5 2 2 4 5 4 5
"150403" 0 34 3 "Eastasia" 5 4 2 4 5 2 5
"119264" 0 18 3 "Eurasia" 5 2 4 4 5 4 5
"80014" 0 21 1 "Eastasia" 5 4 3 4 5 4 5
"140675" 0 69 1 "Eastasia" 4 3 5 3 2 5 4
"69770" 1 40 1 "Eastasia" 4 3 5 3 4 5 4
"131574" 1 68 3 "Eastasia" 5 4 1 3 4 2 5
"106756" 1 34 2 "Eastasia" 5 2 4 2 4 3 5
"126360" 1 22 6 "Eastasia" 5 2 1 3 5 4 5
"75451" 1 38 3 "Oceania" 5 2 2 4 4 4 5
"161088" 1 20 1 "Eastasia" 5 2 2 3 5 5 5
"119274" 0 70 1 "Eurasia" 5 1 4 4 4 2 5
"49535" 1 21 5 "Eastasia" 5 2 2 4 5 4 5
"81104" 1 22 1 "Eastasia" 5 4 5 3 3 4 5
"160333" 1 65 1 "Eastasia" 5 3 2 4 3 4 5
"131347" 0 47 5 "Eastasia" 5 1 1 4 5 4 5
"88397" 1 21 6 "Oceania" 5 2 2 3 5 4 5
"129623" 1 32 3 "Eastasia" 5 1 1 4 3 4 5
"146664" 0 37 1 "Eastasia" 5 4 5 4 5 5 5
"14594" 0 49 3 "Eastasia" 5 3 3 3 5 5 5
"49932" 1 37 5 "Eastasia" 4 2 2 2 3 3 4
"73093" 1 29 1 "Eastasia" 5 4 4 3 4 4 5
"164051" 1 23 4 "Eastasia" 5 2 1 3 5 4 5
"120697" 0 55 2 "Eastasia" 5 3 3 3 4 4 5
"132793" 1 42 6 "Eastasia" 5 2 1 4 3 4 5
"126385" 1 27 NA "Eastasia" 5 1 5 3 5 1 5
"25810" 1 71 3 "Oceania" 5 3 3 4 4 5 5
"145580" 1 28 3 "Eastasia" 5 1 1 3 4 3 5
"62514" 1 31 1 "Eastasia" 5 2 2 3 4 5 5
"126253" 1 47 1 "Eastasia" 5 1 5 2 3 1 5
"103735" 0 21 3 "Eastasia" 4 2 2 2 3 2 4
"88620" 1 32 3 "Oceania" 5 1 2 4 4 3 5
"125338" 0 39 1 "Eastasia" 5 2 1 4 5 4 5
"47849" 0 52 6 "Eastasia" 5 2 1 4 5 4 5
"126699" 1 38 1 "Eastasia" 5 1 1 3 4 5 5
"140310" 0 45 2 "Eastasia" 5 4 2 3 5 4 5
"79468" 1 NA 1 "Eastasia" 5 2 1 3 4 5 5
"121753" 1 31 3 "Eastasia" 5 2 3 4 5 4 5
"4553" 0 48 2 "Oceania" 5 4 4 4 5 4 5
"113413" 1 72 3 "Eastasia" 5 3 2 3 5 4 5
"108783" 0 51 3 "Eurasia" 3 2 2 2 3 3 3
"47974" 1 22 4 "Eastasia" 3 2 5 2 2 4 3
"94475" 0 23 2 "Eastasia" 4 3 2 3 4 5 4
"1916" 1 39 2 "Oceania" 5 2 5 1 5 2 5
"106399" 1 28 2 "Eastasia" 5 2 2 3 5 4 5
"43623" 1 62 1 "Oceania" 5 1 2 4 5 4 5
"117916" 1 40 4 "Eurasia" 5 4 4 4 4 4 5
"27342" 0 55 4 "Oceania" 5 3 3 4 5 5 5
"133044" 1 31 7 "Eastasia" 5 2 2 4 5 5 5
"97455" 0 38 6 "Eastasia" 5 1 1 4 5 5 5
"122408" 0 67 2 "Eastasia" 5 2 1 3 5 4 5
"102377" 0 34 3 "Eastasia" 5 2 2 4 4 4 5
"66620" 1 39 NA "Eastasia" 4 3 4 3 3 4 4
"129865" 0 44 3 "Eastasia" 5 3 3 4 3 3 5
"58659" 0 70 1 "Oceania" 5 4 5 3 5 5 5
"123657" 1 41 3 "Eastasia" 5 2 2 2 5 5 5
"123661" 0 43 3 "Eastasia" 5 3 1 3 4 3 5
"123637" 0 21 4 "Eastasia" 5 3 1 3 3 4 5
"160308" 0 76 1 "Eastasia" 5 4 5 4 5 3 5
"107668" 1 28 2 "Eastasia" 5 3 2 3 4 3 5
"39599" 1 82 4 "Eastasia" 5 3 2 2 5 4 5
"72623" 1 35 1 "Eastasia" 5 2 3 3 3 5 5
"159842" 1 39 1 "Eastasia" 5 4 2 3 5 4 5
"101729" 0 26 2 "Eastasia" 5 2 1 4 5 4 5
"132140" 1 54 4 "Eastasia" 5 2 1 3 4 5 5
"79978" 1 42 1 "Eastasia" 5 3 2 3 4 4 5
"142026" 1 61 1 "Eastasia" 4 3 3 3 4 4 4
"123084" 1 49 3 "Eastasia" 5 3 3 4 5 5 5
"125138" 1 44 5 "Eastasia" 5 1 1 4 4 4 5
"161701" 1 49 1 "Eastasia" 4 3 4 3 4 3 4
"56078" 1 53 5 "Eastasia" 5 3 3 4 5 5 5
"118810" 0 38 2 "Eurasia" 5 2 1 4 4 3 5
"131368" 0 68 5 "Eastasia" 5 3 1 3 5 4 5
"92978" 0 58 6 "Oceania" 5 2 1 3 4 4 5
"120658" 1 37 5 "Eastasia" 5 2 2 3 5 3 5
"61192" 0 20 4 "Oceania" 4 1 2 3 3 3 4
"158858" 0 24 2 "Eastasia" 5 3 2 4 5 4 5
"47474" 1 81 3 "Eastasia" 4 2 3 3 5 4 4
"2660" 1 23 2 "Oceania" 5 3 3 3 5 3 5
"118357" 1 45 3 "Eurasia" 5 4 5 2 4 4 5
"11792" 1 42 1 "Eastasia" 5 2 1 3 4 4 5
"3073" 0 40 4 "Oceania" 4 3 4 3 4 4 4
"159778" 0 34 2 "Eastasia" 5 4 4 3 4 4 5
"163906" 0 NA 2 "Eastasia" 5 2 1 4 3 4 5
"128406" 0 26 6 "Eastasia" 5 3 1 4 5 3 5
"121014" 1 57 2 "Eastasia" 5 3 3 4 5 5 5
"67002" 0 27 4 "Eastasia" 5 2 2 4 4 4 5
"94037" 1 20 1 "Eastasia" 5 2 2 4 4 4 5
"129614" 1 37 1 "Eastasia" 5 2 1 3 3 4 5
"119805" 0 28 4 "Eurasia" 5 4 5 4 5 5 5
"147111" 1 45 3 "Eastasia" 5 4 4 4 5 5 5
"78608" 0 48 1 "Oceania" 5 2 2 3 4 4 5
"132466" 0 54 6 "Eastasia" 5 4 2 3 5 4 5
"109023" 1 41 1 "Eurasia" 5 2 1 4 5 5 5
"149697" 0 33 5 "Eastasia" 5 3 4 4 4 4 5
"15893" 0 29 3 "Eastasia" 5 3 2 4 5 5 5
"121070" 0 48 3 "Eastasia" 5 3 2 3 5 4 5
"159758" 1 22 2 "Eastasia" 5 3 4 3 4 4 5
"122716" 1 44 4 "Eastasia" 5 2 3 4 5 5 5
"71243" 0 27 1 "Eastasia" 5 3 2 4 5 5 5
"66352" 1 37 4 "Eastasia" 5 4 1 4 5 4 5
"90974" 0 40 5 "Oceania" 5 3 1 4 5 5 5
"123659" 1 32 3 "Eastasia" 5 3 3 3 5 5 5
"60462" 0 70 1 "Oceania" 5 4 2 4 5 5 5
"126334" 0 23 4 "Eastasia" 5 2 1 3 4 4 5
"147300" 0 42 4 "Eastasia" 5 3 3 4 5 2 5
"123369" 1 48 4 "Eastasia" 5 3 1 3 5 4 5
"148201" 0 33 1 "Eastasia" 5 3 2 3 4 4 5
"22002" 0 58 3 "Oceania" 5 3 1 4 5 3 5
"164894" 1 67 3 "Eastasia" 5 3 2 3 5 4 5
"162020" 1 22 4 "Eastasia" 4 3 2 3 4 4 4
"151891" 1 31 4 "Eastasia" 4 3 2 3 3 4 4
"163307" 1 31 3 "Eastasia" 5 3 2 3 4 4 5
"151131" 1 55 4 "Eastasia" 5 3 2 4 5 5 5
"152846" 0 43 3 "Eastasia" 4 3 3 3 4 4 4
"88113" 1 38 5 "Oceania" 5 2 2 4 5 5 5
"98120" 1 19 4 "Eastasia" 5 3 2 4 4 4 5
"98864" 1 65 1 "Eastasia" 5 3 2 4 3 4 5
"147885" 0 43 3 "Eastasia" 5 3 3 4 5 3 5
"169791" 1 33 3 "Eastasia" 5 4 2 3 5 4 5
"146467" 0 57 4 "Eastasia" 5 4 4 3 5 5 5
"114262" 1 66 1 "Eastasia" 5 2 1 2 5 4 5
"163366" 1 48 4 "Eastasia" 4 3 3 3 4 3 4
"13952" 0 35 3 "Eastasia" 5 3 1 4 4 2 5
"48951" 1 55 5 "Eastasia" 5 4 2 4 4 5 5
"147594" 0 32 2 "Eastasia" 4 3 2 3 3 3 4
"67141" 1 19 4 "Eastasia" 5 2 1 4 5 4 5
"108928" 1 36 5 "Eurasia" 5 4 5 4 5 5 5
"120563" 1 64 1 "Eurasia" 5 3 2 4 5 3 5
"146269" 0 18 2 "Eastasia" 5 4 4 3 4 5 5
"15838" 0 49 5 "Eastasia" 5 3 2 4 5 3 5
"58683" 1 NA 1 "Oceania" 4 3 5 3 4 5 4
"15895" 0 91 1 "Eastasia" 5 2 1 4 5 5 5
"101893" 0 28 2 "Eastasia" 5 3 1 3 5 3 5
"159260" 1 25 1 "Eastasia" 5 4 3 3 3 4 5
"103786" 0 34 4 "Eastasia" 5 2 1 4 5 5 5
"119635" 0 57 1 "Eurasia" 5 2 1 3 4 4 5
"97264" 1 30 3 "Eastasia" 5 3 3 4 5 4 5
"37264" 0 48 3 "Eastasia" 4 2 1 2 4 5 4
"96382" 1 24 3 "Eastasia" 5 4 5 4 5 4 5
"148097" 0 37 2 "Eastasia" 5 3 3 4 5 5 5
"166126" 0 41 3 "Eastasia" 5 2 3 4 4 4 5
"67154" 0 50 4 "Eastasia" 5 2 1 4 4 4 5
"118114" 1 42 1 "Eurasia" 5 3 4 4 4 3 5
"120940" 1 55 5 "Eastasia" 5 1 1 2 5 4 5
"121071" 1 18 5 "Eastasia" 5 3 3 4 5 5 5
"6844" 1 51 2 "Eastasia" 5 2 2 3 3 4 5
"120147" 1 18 3 "Eurasia" 5 2 4 4 3 2 5
"147251" 0 29 4 "Eastasia" 3 2 3 2 3 3 3
"106254" 0 29 2 "Eastasia" 5 1 5 1 5 5 5
"6230" 1 26 5 "Eastasia" 5 3 1 3 5 5 5
"134758" 0 66 5 "Eastasia" 5 3 4 3 5 5 5
"107945" 0 28 4 "Eastasia" 5 1 1 3 5 5 5
"108022" 1 57 2 "Eastasia" 4 2 4 2 5 4 4
"145650" 1 33 2 "Eastasia" 5 1 2 3 5 4 5
"154646" 0 67 1 "Eastasia" 5 2 1 4 5 3 5
"144234" 0 42 1 "Eastasia" 5 4 3 4 5 2 5
"94147" 1 55 1 "Eastasia" 4 3 2 3 4 5 4
"146407" 0 36 2 "Eastasia" 5 4 4 3 5 5 5
"117780" 1 36 2 "Eurasia" 5 4 1 4 5 4 5
"100890" 0 47 6 "Eastasia" 5 4 4 4 5 5 5
"89677" 0 51 1 "Oceania" 5 2 2 3 4 4 5
"129656" 0 48 1 "Eastasia" 5 2 1 3 3 3 5
"106595" 0 18 2 "Eastasia" 5 4 5 4 5 4 5
"170722" 1 30 5 "Eastasia" 4 2 2 3 4 3 4
"146725" 1 39 4 "Eastasia" 5 3 4 3 5 5 5
"99107" 1 60 2 "Eastasia" 5 2 2 4 4 4 5
"14269" 0 61 3 "Eastasia" 5 1 2 4 4 4 5
"63016" 0 20 3 "Eastasia" 5 3 2 3 5 5 5
"11703" 1 64 3 "Eastasia" 5 3 2 4 4 5 5
"95250" 0 50 1 "Eastasia" 5 4 4 3 4 4 5
"45589" 1 77 4 "Eastasia" 5 2 2 3 4 3 5
"54555" 1 39 5 "Eastasia" 5 3 1 4 2 4 5
"107732" 1 32 1 "Eastasia" 5 2 3 3 2 4 5
"125539" 1 25 4 "Eastasia" 5 1 1 3 5 5 5
"83292" 1 38 NA "Eastasia" 4 3 3 3 5 2 4
"155132" 1 43 1 "Eastasia" 5 4 2 3 5 3 5
"105904" 1 25 1 "Eastasia" 5 2 1 3 5 5 5
"123790" 1 68 3 "Eastasia" 5 1 1 3 5 5 5
"133299" 0 55 5 "Eastasia" 5 4 2 4 3 3 5
"141921" 0 23 3 "Eastasia" 5 2 2 4 5 5 5
"126289" 0 59 1 "Eastasia" 5 1 1 1 5 1 5
"132348" 1 57 6 "Eastasia" 4 3 3 3 3 3 4
"123157" 0 35 3 "Eastasia" 5 2 1 4 5 4 5
"166441" 1 73 3 "Eastasia" 5 3 1 4 5 3 5
"158196" 0 25 5 "Eastasia" 5 3 2 3 5 5 5
"133123" 1 24 6 "Eastasia" 5 3 2 4 5 5 5
"2666" 0 22 2 "Oceania" 5 4 2 4 3 4 5
"13788" 0 72 3 "Eastasia" 5 2 1 4 4 3 5
"109354" 1 37 3 "Eurasia" 5 3 2 3 4 4 5
"154612" 0 55 1 "Eastasia" 5 2 2 3 4 3 5
"108096" 1 19 3 "Eastasia" 5 3 2 4 5 5 5
"17879" 0 27 3 "Eastasia" 5 4 5 2 5 5 5
"168026" 0 70 2 "Eastasia" 5 4 3 4 5 5 5
"125298" 1 24 3 "Eastasia" 5 1 3 4 5 5 5
"104514" 0 24 3 "Eastasia" 4 2 3 3 4 5 4
"146343" 0 44 1 "Eastasia" 5 4 5 4 3 5 5
"151807" 1 29 4 "Eastasia" 5 3 3 4 4 4 5
"52599" 1 51 6 "Eastasia" 5 2 2 3 5 5 5
"131588" 1 25 6 "Eastasia" 5 1 1 3 2 3 5
"72180" 0 40 1 "Eastasia" 5 2 2 4 4 4 5
"72988" 0 40 1 "Eastasia" 5 2 2 4 5 5 5
"133526" 0 39 5 "Eastasia" 3 1 3 1 1 1 3
"123633" 1 39 2 "Eastasia" 5 2 1 1 5 5 5
"129836" 1 42 3 "Eastasia" 5 3 2 3 3 3 5
"11737" 1 25 4 "Eastasia" 5 1 2 4 4 3 5
"128722" 0 35 5 "Eastasia" 5 1 1 3 5 3 5
"140522" 1 42 1 "Eastasia" 5 2 2 4 5 4 5
"75517" 1 43 3 "Oceania" 5 2 2 4 4 4 5
"129612" 1 50 1 "Eastasia" 5 1 1 3 3 3 5
"72480" 1 28 1 "Eastasia" 5 2 2 4 5 4 5
"10716" 0 76 1 "Eastasia" 5 3 2 4 5 4 5
"108402" 1 27 6 "Eurasia" 2 1 2 1 2 1 2
"159708" 1 43 1 "Eastasia" 5 4 2 4 5 3 5
"93862" 1 50 1 "Eastasia" 5 3 2 2 4 4 5
"154053" 1 35 2 "Eastasia" 5 3 4 4 4 4 5
"106245" 1 NA 1 "Eastasia" 5 2 2 4 5 5 5
"145797" 0 50 3 "Eastasia" 5 4 3 4 2 3 5
"120022" 0 57 1 "Eurasia" 5 3 2 4 5 3 5
"13565" 0 46 3 "Eastasia" 5 4 2 4 5 3 5
"124513" 0 43 4 "Eastasia" 5 2 1 3 4 4 5
"69156" 1 60 1 "Eastasia" 4 2 2 3 4 4 4
"158372" 1 36 4 "Eastasia" 5 3 5 4 4 4 5
"101975" 0 22 2 "Eastasia" 5 2 2 4 3 4 5
"129557" 0 38 1 "Eastasia" 5 1 1 4 4 4 5
"45483" 1 59 2 "Eastasia" 5 2 1 2 3 4 5
"120238" 1 34 3 "Eurasia" 4 1 3 3 3 4 4
"66843" 1 29 4 "Eastasia" 5 3 3 4 5 5 5
"11759" 1 26 3 "Eastasia" 5 2 1 4 5 3 5
"131341" 1 20 6 "Eastasia" 5 1 1 4 5 4 5
"124995" 1 32 5 "Eastasia" 5 1 5 1 1 5 5
"135010" 1 72 6 "Eastasia" 5 3 2 4 5 4 5
"104904" 0 18 2 "Eastasia" 5 1 2 4 5 5 5
"40160" 0 59 5 "Eastasia" 5 3 1 4 5 5 5
"140930" 0 32 1 "Eastasia" 5 3 3 4 5 5 5
"151279" 1 25 4 "Eastasia" 5 3 1 4 4 4 5
"146594" 1 24 5 "Eastasia" 5 4 3 4 5 5 5
"14989" 0 38 3 "Eastasia" 5 3 1 2 3 5 5
"131307" 1 66 5 "Eastasia" 5 1 1 4 5 4 5
"89183" 1 40 2 "Oceania" 5 4 2 4 5 4 5
"97782" 1 50 1 "Eastasia" 5 2 3 4 4 4 5
"101748" 0 32 3 "Eastasia" 5 2 2 3 4 3 5
"144715" 0 37 3 "Eastasia" 5 3 4 3 5 5 5
"103760" 1 59 2 "Eastasia" 5 4 1 3 5 5 5
"90607" 1 24 4 "Oceania" 5 3 1 3 5 3 5
"42351" 1 37 3 "Oceania" 5 2 3 4 5 4 5
"132330" 0 41 5 "Eastasia" 5 3 2 4 5 5 5
"160709" 1 40 1 "Eastasia" 5 2 1 3 5 4 5
"62349" 0 50 1 "Eastasia" 4 2 1 2 4 5 4
"131986" 1 74 4 "Eastasia" 5 1 1 4 5 4 5
"167794" 0 25 3 "Eastasia" 5 3 5 3 5 5 5
"137264" 1 19 6 "Eastasia" 4 2 1 3 5 3 4
"19082" 1 41 3 "Eastasia" 5 4 3 4 5 3 5
"146303" 0 82 3 "Eastasia" 5 3 3 4 5 5 5
"11786" 0 43 2 "Eastasia" 5 2 2 4 5 3 5
"16060" 1 26 3 "Eastasia" 5 2 1 4 3 4 5
"15169" 1 45 3 "Eastasia" 5 3 5 4 4 5 5
"146410" 1 29 6 "Eastasia" 5 4 2 3 5 5 5
"49892" 0 35 5 "Eastasia" 5 1 1 4 4 4 5
"156059" 1 28 3 "Eastasia" 5 4 4 4 5 4 5
"164414" 1 34 2 "Eastasia" 5 1 1 2 4 3 5
"161818" 1 62 1 "Eastasia" 5 4 1 4 4 4 5
"96629" 0 41 7 "Eastasia" 5 2 2 4 5 5 5
"147965" 0 33 2 "Eastasia" 5 3 2 4 4 4 5
"105979" 1 23 3 "Eastasia" 5 3 1 4 5 4 5
"118887" 0 21 3 "Eurasia" 5 2 1 4 4 4 5
"139882" 1 54 1 "Eastasia" 5 3 3 4 4 4 5
"152554" 1 60 2 "Eastasia" 5 4 5 3 4 4 5
"111423" 1 38 2 "Eastasia" 3 2 3 1 3 2 3
"119142" 1 45 1 "Eurasia" 5 4 5 4 5 5 5
"60073" 0 86 1 "Oceania" 3 2 3 1 3 3 3
"148884" 1 63 3 "Eastasia" 4 3 3 2 2 3 4
"166317" 1 39 3 "Eastasia" 5 3 3 3 5 3 5
"79715" 1 70 1 "Eastasia" 5 3 3 3 4 4 5
"125219" 0 38 1 "Eastasia" 5 1 1 3 5 5 5
"141845" 1 29 3 "Eastasia" 5 2 3 3 5 4 5
"116020" 1 23 5 "Eurasia" 5 4 5 3 4 4 5
"160414" 1 60 1 "Eastasia" 5 3 2 4 5 5 5
"152447" 1 35 1 "Eastasia" 5 2 1 3 4 4 5
"125482" 0 45 3 "Eastasia" 5 3 2 4 5 3 5
"53380" 1 76 5 "Eastasia" 5 3 4 4 5 4 5
"100966" 1 30 2 "Eastasia" 5 4 2 3 5 3 5
"81027" 1 20 1 "Eastasia" 5 2 5 4 4 5 5
"124212" 1 48 3 "Eastasia" 5 2 1 4 5 5 5
"104464" 1 32 2 "Eastasia" 5 2 1 4 5 5 5
"72808" 1 33 1 "Eastasia" 5 3 4 4 3 4 5
"66436" 1 22 3 "Eastasia" 5 2 2 4 4 4 5
"68801" 0 35 3 "Eastasia" 4 2 2 3 5 3 4
"58402" NA 40 1 "Oceania" 4 2 2 3 3 4 4
"100549" 1 23 6 "Eastasia" 5 1 1 3 4 4 5
"155550" 1 18 2 "Eastasia" 5 2 3 3 5 3 5
"128583" 1 41 4 "Eastasia" 5 1 1 3 4 4 5
"80951" 1 33 1 "Eastasia" 5 3 3 3 4 3 5
"1905" 0 33 2 "Oceania" 5 2 3 4 4 4 5
"123131" 1 70 1 "Eastasia" 5 2 2 3 5 3 5
"156046" 0 24 4 "Eastasia" 5 3 3 4 4 5 5
"117930" 1 29 3 "Eurasia" 5 4 1 4 4 4 5
"55509" 1 44 5 "Eastasia" 5 3 4 4 5 4 5
"149988" 1 50 4 "Eastasia" 5 2 3 3 4 3 5
"128330" 1 18 5 "Eastasia" 5 1 1 4 4 4 5
"146479" 1 78 3 "Eastasia" 5 3 3 4 5 5 5
"67196" 0 53 1 "Eastasia" 5 2 4 4 5 5 5
"146885" 1 43 3 "Eastasia" 5 4 4 4 5 5 5
"83530" 1 18 1 "Eastasia" 5 3 2 3 4 5 5
"108370" 0 23 5 "Eurasia" 4 3 4 3 3 3 4
"83526" 1 25 1 "Eastasia" 5 3 1 3 4 4 5
"56116" 0 34 6 "Eastasia" 5 1 4 3 4 4 5
"134297" 1 39 7 "Eastasia" 5 2 1 4 4 4 5
"167765" 1 18 3 "Eastasia" 5 1 1 4 4 4 5
"92330" 0 29 4 "Oceania" 5 3 3 4 4 4 5
"152504" 0 38 4 "Eastasia" 5 3 3 4 4 4 5
"70851" 1 27 4 "Eastasia" 5 2 1 3 4 3 5
"118363" 1 40 4 "Eurasia" 5 4 4 4 4 4 5
"123969" 1 42 3 "Eastasia" 5 2 3 1 5 5 5
"138535" 1 45 1 "Eastasia" 5 2 3 4 5 4 5
"67189" 1 40 1 "Eastasia" 5 3 3 3 5 4 5
"123937" 1 81 1 "Eastasia" 5 4 3 3 4 4 5
"15991" 0 71 2 "Eastasia" 5 2 2 4 4 5 5
"169961" 1 57 3 "Eastasia" 5 2 4 4 3 3 5
"50354" 0 30 5 "Eastasia" 5 1 2 3 5 4 5
"111810" 1 45 1 "Eastasia" 4 3 3 3 4 3 4
"159803" 0 71 1 "Eastasia" 5 2 1 3 4 4 5
"162500" 0 48 4 "Eastasia" 4 1 2 3 5 5 4
"151447" 0 38 4 "Eastasia" 5 3 2 4 4 5 5
"121201" 1 39 3 "Eastasia" 5 2 2 4 5 5 5
"129481" 1 60 1 "Eastasia" 5 1 1 4 3 4 5
"102421" 1 23 3 "Eastasia" 5 2 1 4 5 5 5
"48724" 1 36 5 "Eastasia" 5 1 1 3 4 4 5
"147298" 1 40 3 "Eastasia" 5 3 3 4 5 2 5
"72722" 1 35 1 "Eastasia" 5 2 2 3 3 4 5
"72097" 1 42 3 "Eastasia" 5 2 1 4 5 5 5
"78347" 1 35 1 "Oceania" 5 1 1 3 4 5 5
"119180" 1 31 3 "Eurasia" 5 2 1 4 4 4 5
"161457" 0 22 3 "Eastasia" 5 2 2 4 5 5 5
"75899" 0 75 3 "Oceania" 4 3 3 3 3 4 4
"134084" 1 45 5 "Eastasia" 5 2 2 3 4 4 5
"45063" 1 70 6 "Eastasia" 5 2 2 3 4 4 5
"72095" 1 34 1 "Eastasia" 5 3 4 4 5 5 5
"39047" 1 42 5 "Eastasia" 5 1 1 3 5 5 5
"153802" 1 77 1 "Eastasia" 5 2 1 4 5 5 5
"139084" 0 64 1 "Eastasia" 5 2 3 4 5 3 5
"142686" 1 26 3 "Eastasia" 5 3 2 4 4 3 5
"140270" 1 19 3 "Eastasia" 5 2 2 4 5 4 5
"112232" 1 29 3 "Eastasia" 5 3 2 4 4 5 5
"132676" 1 36 6 "Eastasia" 5 2 2 3 4 4 5
"123652" 1 23 4 "Eastasia" 5 4 1 2 5 5 5
"108662" 0 56 1 "Eurasia" 4 2 2 3 3 3 4
"12166" 1 41 1 "Eastasia" 4 3 2 2 2 4 4
"106966" 1 25 2 "Eastasia" 5 2 5 2 3 2 5
"100349" 1 22 3 "Eastasia" 5 2 1 4 5 3 5
